-0.1959	2
-0.1877	0
-0.1795	0
-0.1713	2
-0.1631	0
-0.1549	3
-0.1467	0
-0.1385	2
-0.1303	2
-0.1221	1
-0.1139	0
-0.1057	2
-0.0975	0
-0.0893	1
-0.0811	0
-0.0729	1
-0.0647	1
-0.0565	0
-0.0483	5.46674e+06
-0.0401	2.05135e+07
-0.0319	63666
-0.0237	157388
-0.0155	90063
-0.0073	20172
0.000899997	11085
0.0091	5671
0.0173	1938
0.0255	1401
0.0337	778
0.0419	1019
0.0501	788
0.0583	685
0.0665	471
0.0747	653
0.0829	500
0.0911	476
0.0993	372
0.1075	421
0.1157	384
0.1239	422
0.1321	460
0.1403	399
0.1485	390
0.1567	344
0.1649	441
0.1731	440
0.1813	400
0.1895	401
0.1977	357
0.2059	389
0.2141	375
0.2223	351
0.2305	367
0.2387	401
0.2469	474
0.2551	373
0.2633	337
0.2715	346
0.2797	315
0.2879	424
0.2961	375
0.3043	421
0.3125	326
0.3207	416
0.3289	325
0.3371	379
0.3453	384
0.3535	307
0.3617	318
0.3699	310
0.3781	372
0.3863	335
0.3945	308
0.4027	393
0.4109	321
0.4191	322
0.4273	293
0.4355	300
0.4437	288
0.4519	309
0.4601	308
0.4683	333
0.4765	304
0.4847	253
0.4929	233
0.5011	290
0.5093	294
0.5175	293
0.5257	284
0.5339	247
0.5421	315
0.5503	309
0.5585	278
0.5667	271
0.5749	257
0.5831	246
0.5913	287
0.5995	241
0.6077	270
0.6159	279
0.6241	263
0.6323	287
0.6405	287
0.6487	341
0.6569	253
0.6651	257
0.6733	285
0.6815	247
0.6897	252
0.6979	265
0.7061	231
0.7143	241
0.7225	265
0.7307	308
0.7389	229
0.7471	253
0.7553	244
0.7635	257
0.7717	260
0.7799	227
0.7881	256
0.7963	240
0.8045	250
0.8127	266
0.8209	233
0.8291	251
0.8373	250
0.8455	243
0.8537	250
0.8619	263
0.8701	262
0.8783	222
0.8865	290
0.8947	205
0.9029	215
0.9111	241
0.9193	233
0.9275	230
0.9357	222
0.9439	245
0.9521	236
0.9603	236
0.9685	237
0.9767	295
0.9849	195
0.9931	220
1.0013	233
1.0095	188
1.0177	195
1.0259	207
1.0341	222
1.0423	235
1.0505	231
1.0587	260
1.0669	200
1.0751	226
1.0833	210
1.0915	221
1.0997	206
1.1079	210
1.1161	228
1.1243	207
1.1325	180
1.1407	202
1.1489	213
1.1571	218
1.1653	181
1.1735	196
1.1817	185
1.1899	204
1.1981	197
1.2063	216
1.2145	208
1.2227	204
1.2309	210
1.2391	187
1.2473	189
1.2555	184
1.2637	189
1.2719	226
1.2801	194
1.2883	208
1.2965	220
1.3047	268
1.3129	173
1.3211	205
1.3293	164
1.3375	171
1.3457	191
1.3539	185
1.3621	180
1.3703	192
1.3785	193
1.3867	207
1.3949	188
1.4031	205
1.4113	225
1.4195	195
1.4277	179
1.4359	187
1.4441	174
1.4523	166
1.4605	204
1.4687	170
1.4769	195
1.4851	176
1.4933	171
1.5015	163
1.5097	180
1.5179	160
1.5261	167
1.5343	186
1.5425	202
1.5507	144
1.5589	176
1.5671	183
1.5753	194
1.5835	162
1.5917	178
1.5999	172
1.6081	170
1.6163	204
1.6245	140
1.6327	239
1.6409	175
1.6491	171
1.6573	188
1.6655	174
1.6737	155
1.6819	186
1.6901	180
1.6983	163
1.7065	165
1.7147	209
1.7229	155
1.7311	175
1.7393	163
1.7475	154
1.7557	163
1.7639	144
1.7721	150
1.7803	150
1.7885	154
1.7967	141
1.8049	167
1.8131	149
1.8213	167
1.8295	162
1.8377	160
1.8459	168
1.8541	148
1.8623	145
1.8705	156
1.8787	140
1.8869	152
1.8951	146
1.9033	154
1.9115	155
1.9197	165
1.9279	164
1.9361	130
1.9443	172
1.9525	134
1.9607	192
1.9689	155
1.9771	143
1.9853	148
1.9935	151
2.0017	143
2.0099	123
2.0181	146
2.0263	131
2.0345	134
2.0427	182
2.0509	129
2.0591	139
2.0673	131
2.0755	119
2.0837	111
2.0919	161
2.1001	155
2.1083	148
2.1165	146
2.1247	143
2.1329	164
2.1411	147
2.1493	125
2.1575	128
2.1657	155
2.1739	137
2.1821	123
2.1903	139
2.1985	139
2.2067	130
2.2149	123
2.2231	133
2.2313	135
2.2395	126
2.2477	116
2.2559	139
2.2641	125
2.2723	123
2.2805	126
2.2887	164
2.2969	113
2.3051	113
2.3133	121
2.3215	136
2.3297	121
2.3379	132
2.3461	131
2.3543	116
2.3625	126
2.3707	163
2.3789	119
2.3871	139
2.3953	121
2.4035	121
2.4117	139
2.4199	119
2.4281	132
2.4363	131
2.4445	142
2.4527	114
2.4609	119
2.4691	112
2.4773	104
2.4855	115
2.4937	118
2.5019	113
2.5101	136
2.5183	118
2.5265	129
2.5347	109
2.5429	107
2.5511	122
2.5593	127
2.5675	121
2.5757	97
2.5839	112
2.5921	110
2.6003	136
2.6085	131
2.6167	143
2.6249	109
2.6331	129
2.6413	109
2.6495	111
2.6577	98
2.6659	119
2.6741	102
2.6823	124
2.6905	122
2.6987	146
2.7069	120
2.7151	107
2.7233	107
2.7315	106
2.7397	102
2.7479	102
2.7561	107
2.7643	118
2.7725	103
2.7807	90
2.7889	89
2.7971	128
2.8053	107
2.8135	112
2.8217	106
2.8299	101
2.8381	106
2.8463	93
2.8545	110
2.8627	121
2.8709	100
2.8791	93
2.8873	113
2.8955	108
2.9037	96
2.9119	117
2.9201	111
2.9283	119
2.9365	104
2.9447	119
2.9529	112
2.9611	107
2.9693	99
2.9775	115
2.9857	97
2.9939	97
3.0021	83
3.0103	77
3.0185	92
3.0267	114
3.0349	104
3.0431	94
3.0513	88
3.0595	97
3.0677	86
3.0759	102
3.0841	88
3.0923	91
3.1005	90
3.1087	86
3.1169	95
3.1251	93
3.1333	90
3.1415	89
3.1497	109
3.1579	102
3.1661	83
3.1743	104
3.1825	89
3.1907	90
3.1989	74
3.2071	91
3.2153	89
3.2235	65
3.2317	109
3.2399	96
3.2481	85
3.2563	98
3.2645	97
3.2727	116
3.2809	81
3.2891	81
3.2973	102
3.3055	92
3.3137	79
3.3219	90
3.3301	85
3.3383	78
3.3465	96
3.3547	120
3.3629	91
3.3711	73
3.3793	85
3.3875	99
3.3957	90
3.4039	81
3.4121	102
3.4203	79
3.4285	99
3.4367	81
3.4449	71
3.4531	85
3.4613	84
3.4695	75
3.4777	76
3.4859	78
3.4941	75
3.5023	71
3.5105	85
3.5187	78
3.5269	87
3.5351	72
3.5433	85
3.5515	112
3.5597	77
3.5679	92
3.5761	76
3.5843	81
3.5925	94
3.6007	112
3.6089	85
3.6171	97
3.6253	67
3.6335	63
3.6417	82
3.6499	76
3.6581	78
3.6663	103
3.6745	73
3.6827	112
3.6909	80
3.6991	76
3.7073	62
3.7155	89
3.7237	96
3.7319	79
3.7401	65
3.7483	75
3.7565	70
3.7647	80
3.7729	84
3.7811	79
3.7893	75
3.7975	65
3.8057	74
3.8139	73
3.8221	78
3.8303	77
3.8385	82
3.8467	81
3.8549	69
3.8631	67
3.8713	72
3.8795	77
3.8877	72
3.8959	80
3.9041	77
3.9123	75
3.9205	75
3.9287	88
3.9369	75
3.9451	81
3.9533	68
3.9615	65
3.9697	69
3.9779	61
3.9861	72
3.9943	75
4.0025	58
4.0107	96
4.0189	64
4.0271	67
4.0353	71
4.0435	85
4.0517	84
4.0599	64
4.0681	71
4.0763	77
4.0845	63
4.0927	0
4.1009	0
4.1091	0
4.1173	0
4.1255	0
4.1337	0
4.1419	0
4.1501	0
4.1583	0
4.1665	0
4.1747	0
4.1829	0
4.1911	0
4.1993	0
4.2075	0
4.2157	0
4.2239	0
4.2321	0
4.2403	0
4.2485	0
4.2567	0
4.2649	0
4.2731	0
4.2813	0
4.2895	0
4.2977	0
4.3059	0
4.3141	0
4.3223	0
4.3305	0
4.3387	0
4.3469	0
4.3551	0
4.3633	0
4.3715	0
4.3797	0
4.3879	0
4.3961	0
4.4043	0
4.4125	0
4.4207	0
4.4289	0
4.4371	0
4.4453	0
4.4535	0
4.4617	0
4.4699	0
4.4781	0
4.4863	0
4.4945	0
4.5027	0
4.5109	0
4.5191	0
4.5273	0
4.5355	0
4.5437	0
4.5519	0
4.5601	0
4.5683	0
4.5765	0
4.5847	0
4.5929	0
4.6011	0
4.6093	0
4.6175	0
4.6257	0
4.6339	0
4.6421	0
4.6503	0
4.6585	0
4.6667	0
4.6749	0
4.6831	0
4.6913	0
4.6995	0
4.7077	0
4.7159	0
4.7241	0
4.7323	0
4.7405	0
4.7487	0
4.7569	0
4.7651	0
4.7733	0
4.7815	0
4.7897	0
4.7979	0
4.8061	0
4.8143	0
4.8225	0
4.8307	0
4.8389	0
4.8471	0
4.8553	0
4.8635	0
4.8717	0
4.8799	0
4.8881	0
4.8963	0
4.9045	0
4.9127	0
4.9209	0
4.9291	0
4.9373	0
4.9455	0
4.9537	0
4.9619	0
4.9701	0
4.9783	0
4.9865	0
4.9947	0
5.0029	0
5.0111	0
5.0193	0
5.0275	0
5.0357	0
5.0439	0
5.0521	0
5.0603	0
5.0685	0
5.0767	0
5.0849	0
5.0931	0
5.1013	0
5.1095	0
5.1177	0
5.1259	0
5.1341	0
5.1423	0
5.1505	0
5.1587	0
5.1669	0
5.1751	0
5.1833	0
5.1915	0
5.1997	0
5.2079	0
5.2161	0
5.2243	0
5.2325	0
5.2407	0
5.2489	0
5.2571	0
5.2653	0
5.2735	0
5.2817	0
5.2899	0
5.2981	0
5.3063	0
5.3145	0
5.3227	0
5.3309	0
5.3391	0
5.3473	0
5.3555	0
5.3637	0
5.3719	0
5.3801	0
5.3883	0
5.3965	0
5.4047	0
5.4129	0
5.4211	0
5.4293	0
5.4375	0
5.4457	0
5.4539	0
5.4621	0
5.4703	0
5.4785	0
5.4867	0
5.4949	0
5.5031	0
5.5113	0
5.5195	0
5.5277	0
5.5359	0
5.5441	0
5.5523	0
5.5605	0
5.5687	0
5.5769	0
5.5851	0
5.5933	0
5.6015	0
5.6097	0
5.6179	0
5.6261	0
5.6343	0
5.6425	0
5.6507	0
5.6589	0
5.6671	0
5.6753	0
5.6835	0
5.6917	0
5.6999	0
5.7081	0
5.7163	0
5.7245	0
5.7327	0
5.7409	0
